Street,Event,Event Date/Time,Event Nature,P
1033 S MAIN ST,Call,1/25/13 9:20,DOMESTIC DISTURBANCE,0.8
1033-B PEGRAM AV,Call,11/1/14 11:30,DOMESTIC DISTURBANCE IP,0.8
1033-B PEGRAM AV,Call,11/1/14 10:01,DOMESTIC DISTURBANCE IP,0.8
1033-B PEGRAM AV,Call,3/13/12 8:13,DOMESTIC DISTURBANCE,0.8
1033-B PEGRAM AV,Call,4/30/11 11:47,DOMESTIC DISTURBANCE,0.8
1034 BARBEE AV,Call,12/24/13 1:12,DOMESTIC DISTURBANCE,0.8
1035 ASHEBORO ST,Call,10/4/14 12:02,DOMESTIC DISTURBANCE IP,0.8
1035 ASHEBORO ST,Call,4/12/12 5:51,DOMESTIC DISTURBANCE IP,0.8
1035-A PEGRAM AV,Call,1/14/13 1:21,DOMESTIC DISTURBANCE,0.8
1035-A PEGRAM AV,Call,12/1/12 3:40,DOMESTIC DISTURBANCE,0.8
1035-A PEGRAM AV,Call,10/28/12 11:03,DOMESTIC DISTURBANCE IP,0.8
1035-B PEGRAM AV,Call,4/17/12 10:11,DOMESTIC DISTURBANCE,0.8
1035-B PEGRAM AV,Call,4/17/12 2:15,DOMESTIC DISTURBANCE,0.8
1035-B PEGRAM AV,Call,4/5/12 9:05,DOMESTIC DISTURBANCE IP,0.8
1035-B PEGRAM AV,Call,4/5/12 7:14,DOMESTIC DISTURBANCE IP,0.8
1035-B PEGRAM AV,Call,3/19/12 9:52,DOMESTIC DISTURBANCE IP,0.8
1035-B PEGRAM AV,Call,2/20/12 2:11,DOMESTIC DISTURBANCE,0.8
1035-B PEGRAM AV,Call,12/24/11 9:13,DOMESTIC DISTURBANCE IP,0.8
1035-B PEGRAM AV,Call,11/24/11 1:42,DOMESTIC DISTURBANCE,0.8
1036 BARBEE AV,Call,2/26/12 7:32,DOMESTIC DISTURBANCE IP,0.8
1036 BARBEE AV,Call,1/24/12 10:36,DOMESTIC DISTURBANCE IP,0.8
1036 BARBEE AV,Call,1/10/12 8:00,DOMESTIC DISTURBANCE IP,0.8
1036 BARBEE AV,Call,12/13/11 10:20,DOMESTIC DISTURBANCE,0.8
1036 BARBEE AV,Call,10/24/11 5:35,DOMESTIC DISTURBANCE IP,0.8
1036 BARBEE AV,Call,10/16/11 2:03,DOMESTIC DISTURBANCE IP,0.8
1036 BARBEE AV,Call,6/9/11 11:11,DOMESTIC DISTURBANCE,0.8
1036 BARBEE AV,Call,6/4/11 8:15,DOMESTIC DISTURBANCE,0.8
1036 BARBEE AV,Call,6/4/11 7:19,DOMESTIC DISTURBANCE,0.8
1037 N MANOR DR,Call,8/19/12 12:01,DOMESTIC DISTURBANCE,0.8
1037 OAKVIEW RD,Call,11/8/11 7:31,DOMESTIC DISTURBANCE,0.8
104 BUENA VISTA AV,Call,10/25/11 7:21,DOMESTIC DISTURBANCE,0.8
104 LAWNDALE AV,Call,11/20/13 12:07,DOMESTIC DISTURBANCE IP,0.8
104 LAWNDALE AV,Call,10/29/13 9:59,DOMESTIC DISTURBANCE,0.8
104 LAWNDALE AV,Call,10/14/13 5:46,DOMESTIC DISTURBANCE,0.8
104 LAWNDALE AV,Call,9/23/13 9:27,DOMESTIC DISTURBANCE IP,0.8
104 LAWNDALE AV,Call,9/7/13 8:45,DOMESTIC DISTURBANCE,0.8
104 LAWNDALE AV,Call,7/21/13 3:51,DOMESTIC DISTURBANCE,0.8
104 LAWNDALE AV,Call,6/8/13 11:19,DOMESTIC DISTURBANCE,0.8
104 OLD SOUTH CT,Call,4/7/11 11:54,DOMESTIC DISTURBANCE,0.8
104-A LASSITER DR,Call,9/10/14 11:50,DOMESTIC DISTURBANCE IP,0.8
104-A LASSITER DR,Call,10/5/11 12:18,DOMESTIC DISTURBANCE,0.8
104-A LASSITER DR,Report,9/10/14 23:30,DOMESTIC DISTUR,0.8
104-A PRICE ST,Call,10/21/11 10:07,DOMESTIC DISTURBANCE,0.8
104-A WOODVALLEY CT,Call,5/26/12 9:04,DOMESTIC DISTURBANCE IP,0.8
104-B LASSITER DR,Call,6/23/14 12:16,DOMESTIC DISTURBANCE IP,0.8
1040 E LEXINGTON AV,Arrest,5/15/12 12:22,AFFRAY OR SIMPLE ASSAULT,0.8
1040 E LEXINGTON AV,Arrest,7/29/14 15:00,FAILURE TO APPEAR,0.8
1040 E LEXINGTON AV,Arrest,12/17/12 21:06,FAILURE TO APPEAR,0.8
1040 E LEXINGTON AV,Arrest,11/25/11 14:08,TRESPASS (SECOND DEGREE),0.8
1040 E LEXINGTON AV,Arrest,12/29/13 23:25,LARCENY,0.8
1040 E LEXINGTON AV,Arrest,12/29/13 23:25,POSSESSING STOLEN GOODS,0.8
1040 E LEXINGTON AV,Arrest,6/28/12 11:10,LARCENY,0.8
1040 E LEXINGTON AV,Arrest,8/25/11 19:49,TRESPASS (SECOND DEGREE),0.8
1040 E LEXINGTON AV,Arrest,5/15/12 12:22,ASSAULT ON FEMALE,0.8
1040 E LEXINGTON AV,Arrest,12/29/13 23:25,FAILURE TO APPEAR,0.8
1040 E LEXINGTON AV,Arrest,1/15/14 18:25,TRESPASS (SECOND DEGREE),0.8
1040 E LEXINGTON AV,Arrest,5/15/12 12:22,FAILURE TO APPEAR,0.8
1040 E LEXINGTON AV,Arrest,4/1/12 14:00,SHOPLIFTING,0.8
1040 E LEXINGTON AV,Arrest,10/12/13 12:00,FAILURE TO APPEAR,0.8
1040 E LEXINGTON AV,Arrest,10/1/11 14:16,FAILURE TO APPEAR,0.8
1040 E LEXINGTON AV,Arrest,12/29/13 23:25,FALSE REPORT TO POLICE RADIO BROADCASTING STATION,0.8
1040 E LEXINGTON AV,Arrest,8/31/11 11:40,TRESPASS (SECOND DEGREE),0.8
1040 E LEXINGTON AV,Arrest,7/13/12 1:27,PROBATION VIOLATION,0.8
1040 E LEXINGTON AV,Arrest,11/23/11 18:03,FAILURE TO APPEAR,0.8
1040 E LEXINGTON AV,Arrest,8/5/14 20:33,PROBATION VIOLATION,0.8
1040 E LEXINGTON AV,Arrest,2/19/13 9:43,RESIST  DELAY  OBSTRUCT PUBLIC OFFICER,0.8
1040 E LEXINGTON AV,Arrest,2/9/12 15:32,FAILURE TO APPEAR,0.8
1040 E LEXINGTON AV,Arrest,8/5/14 20:33,CONCEALMENT OF MERCHANDISE,0.8
1040 E LEXINGTON AV,Arrest,8/5/14 20:33,ASSAULT & BATTERY,0.8
1040 E LEXINGTON AV,Arrest,7/8/13 2:30,SHOPLIFTING,0.8
1040 E LEXINGTON AV,Arrest,6/28/12 11:10,RESIST  DELAY  OBSTRUCT PUBLIC OFFICER,0.8
1040 E LEXINGTON AV,Arrest,7/18/11 16:06,FAILURE TO APPEAR,0.8
1040 E LEXINGTON AV,Arrest,10/5/11 17:55,TRESPASS (SECOND DEGREE),0.8
1040 E LEXINGTON AV,Arrest,8/3/13 11:25,LARCENY,0.8
1040 E LEXINGTON AV,Arrest,2/9/12 15:32,POSSESSING STOLEN GOODS,0.8
1040 E LEXINGTON AV,Arrest,8/25/13 15:42,FAILURE TO APPEAR,0.8
1040 E LEXINGTON AV,Arrest,2/19/13 9:43,BREAKING OR ENTERING BUILDINGS GENERALLY,0.8
1040 E LEXINGTON AV,Arrest,9/27/11 0:01,TRESPASS (SECOND DEGREE),0.8
1040 E LEXINGTON AV,Arrest,7/30/11 20:27,COMMUNICATING THREATS,0.8
1040 E LEXINGTON AV,Arrest,2/19/13 9:43,LARCENY,0.8
1040 E LEXINGTON AV,Arrest,12/26/11 12:17,TRESPASS (SECOND DEGREE),0.8
1040 E LEXINGTON AV,Call,7/21/13 10:53,DOMESTIC DISTURBANCE,0.8
1040 E LEXINGTON AV,Call,5/10/13 12:50,DOMESTIC DISTURBANCE,0.8
1040 E LEXINGTON AV,Call,5/15/12 12:22,DOMESTIC DISTURBANCE IP,0.8
1040 E LEXINGTON AV,Report,5/15/12 12:18,DOMESTIC DISTUR,0.8
1041 GLYN WATER LN,Call,9/13/12 2:05,DOMESTIC DISTURBANCE IP,0.8
1049 BEXLEY CT,Call,11/4/13 9:17,DOMESTIC DISTURBANCE IP,0.8
105 BEDDINGTON ST,Call,5/21/11 2:01,DOMESTIC DISTURBANCE,0.8
105 BEDDINGTON ST,Call,5/15/11 1:38,DOMESTIC DISTURBANCE,0.8
105 CHARLES AV,Arrest,6/25/12 18:23,ASSAULT WITH DEADLY WEAPON INFLICTING SERIOUS INJ.,0.8
105 CHARLES AV,Arrest,6/26/12 14:00,LARCENY OF FIREARM,0.8
105 CHARLES AV,Arrest,6/26/12 14:00,POSSESSING STOLEN GOODS,0.8
105 CHARLES AV,Arrest,6/25/12 18:23,KIDNAPPING,0.8
105 CHARLES AV,Arrest,6/25/12 18:23,KIDNAPPING,0.8
105 CHARLES AV,Arrest,4/2/12 11:27,TELEPHONING REPEATEDLY FOR PURPOSE OF ANNOYING,0.8
105 CHARLES AV,Arrest,6/26/12 14:00,LARCENY OF FIREARM,0.8
105 CHARLES AV,Arrest,6/25/12 18:23,SEXUAL OFFENSE (FIRST DEGREE)(FORCE),0.8
105 CHARLES AV,Arrest,6/25/12 18:23,VIO DOM VIOLENCE ACT,0.8
105 CHARLES AV,Arrest,6/25/12 18:23,VIO DOM VIOLENCE ACT,0.8
105 CHARLES AV,Arrest,10/7/12 9:35,WEAP-POSS BY FELON OF FIREARMS  ETC. PROHIBITED,0.8
105 CHARLES AV,Arrest,6/25/12 18:23,ASSAULT WITH DEADLY WEAPON INFLICTING SERIOUS INJ.,0.8
105 CHARLES AV,Arrest,6/26/12 14:00,POSSESSING STOLEN GOODS,0.8
105 CHARLES AV,Arrest,6/26/12 14:00,BREAKING OR ENTERING BUILDINGS GENERALLY,0.8
105 CHARLES AV,Arrest,6/25/12 18:23,BREAKING AND ENTERING-BUILDING  (FELONY),0.8
105 CHARLES AV,Arrest,4/2/12 11:27,TELEPHONING REPEATEDLY FOR PURPOSE OF ANNOYING,0.8
105 CHARLES AV,Arrest,10/7/12 9:35,WEAP-POSS BY FELON OF FIREARMS  ETC. PROHIBITED,0.8
105 CHARLES AV,Arrest,6/26/12 14:00,VIO DOM VIOLENCE SHELTER ACT,0.8
105 CHARLES AV,Arrest,6/25/12 18:23,SEXUAL OFFENSE (FIRST DEGREE)(FORCE),0.8
105 CHARLES AV,Arrest,6/26/12 14:00,BREAKING OR ENTERING BUILDINGS GENERALLY,0.8
105 CHARLES AV,Arrest,4/2/12 11:27,DOMESTIC CRIMINAL TRESPASS,0.8
105 CHARLES AV,Arrest,6/26/12 14:00,VIO DOM VIOLENCE SHELTER ACT,0.8
105 CHARLES AV,Arrest,6/25/12 18:23,BREAKING AND ENTERING-BUILDING  (FELONY),0.8
105 CHARLES AV,Arrest,4/2/12 11:27,DOMESTIC CRIMINAL TRESPASS,0.8
105 CHARLES AV,Call,12/17/13 9:32,DOMESTIC DISTURBANCE,0.8
105 CHARLES AV,Call,6/25/12 4:21,DOMESTIC DISTURBANCE IP,0.8
105 CHARLES AV,Report,6/25/12 9:00,DOMESTIC DISTUR,0.8
105 CHASE AV,Call,5/5/14 12:50,DOMESTIC DISTURBANCE IP,0.8
105 CHASE AV,Call,12/29/13 12:15,DOMESTIC DISTURBANCE IP,0.8
105 CHASE AV,Report,5/5/14 0:50,DOMESTIC DISTUR,0.8
105 CHESTNUT DR,Call,6/21/11 11:20,DOMESTIC DISTURBANCE,0.8
105 CHESTNUT DR,Call,4/24/11 11:03,DOMESTIC DISTURBANCE,0.8
105 E MOORE AV,Call,7/12/14 6:47,DOMESTIC DISTURBANCE,0.8
105 E MOORE AV,Call,9/23/11 2:33,DOMESTIC DISTURBANCE IP,0.8
105 EASTCHESTER DR,Call,3/13/13 12:07,DOMESTIC DISTURBANCE IP,0.8
105 EDGEWORTH ST,Call,5/27/14 9:11,DOMESTIC DISTURBANCE,0.8
105 EDGEWORTH ST,Call,8/29/12 9:34,DOMESTIC DISTURBANCE IP,0.8
105 HODGIN ST,Arrest,6/8/11 15:28,SPEEDING - EXCEEDING SAFE SPEED,0.8
105 HODGIN ST,Arrest,6/8/11 15:28,DRIVE AFTER HAVING CONSUME SUFFICIENT AMT/ALCOHOL,0.8
105 HODGIN ST,Arrest,7/17/14 15:05,INTOXICATED AND DISRUPTIVE,0.8
105 HODGIN ST,Arrest,5/20/11 2:36,POSSESS CONTROL SUBSTANCE SCHEDULE VI,0.8
105 HODGIN ST,Arrest,7/17/14 15:05,INTOXICATED AND DISRUPTIVE,0.8
105 HODGIN ST,Arrest,5/20/11 2:36,POSSESS CONTROL SUBSTANCE SCHEDULE VI,0.8
105 HODGIN ST,Arrest,3/30/14 19:00,TRESPASS (SECOND DEGREE),0.8
105 HODGIN ST,Arrest,3/30/14 19:00,INTOXICATED AND DISRUPTIVE,0.8
105 HODGIN ST,Arrest,6/8/11 15:28,DRIVE AFTER HAVING CONSUME SUFFICIENT AMT/ALCOHOL,0.8
105 HODGIN ST,Arrest,5/20/11 2:36,AFFRAY OR SIMPLE ASSAULT,0.8
105 HODGIN ST,Arrest,9/14/11 14:40,FAILURE TO APPEAR,0.8
105 HODGIN ST,Arrest,8/20/12 17:00,AFFRAY OR SIMPLE ASSAULT,0.8
105 HODGIN ST,Arrest,3/30/14 19:00,INTOXICATED AND DISRUPTIVE,0.8
105 HODGIN ST,Arrest,7/13/12 12:19,INTOXICATED AND DISRUPTIVE,0.8
105 HODGIN ST,Arrest,7/13/12 12:19,INTOXICATED AND DISRUPTIVE,0.8
105 HODGIN ST,Arrest,8/20/12 17:00,AFFRAY OR SIMPLE ASSAULT,0.8
105 HODGIN ST,Arrest,6/8/11 15:28,SPEEDING - EXCEEDING SAFE SPEED,0.8
105 HODGIN ST,Arrest,10/5/12 3:12,AFFRAY OR SIMPLE ASSAULT,0.8
105 HODGIN ST,Arrest,6/15/12 23:08,FAILURE TO APPEAR,0.8
105 HODGIN ST,Arrest,9/14/11 14:40,FAILURE TO APPEAR,0.8
105 HODGIN ST,Arrest,5/20/11 2:36,AFFRAY OR SIMPLE ASSAULT,0.8
105 HODGIN ST,Arrest,3/30/14 19:00,TRESPASS (SECOND DEGREE),0.8
105 HODGIN ST,Arrest,6/15/12 23:08,FAILURE TO APPEAR,0.8
105 HODGIN ST,Arrest,9/20/12 11:51,POSSESS/CONSUME ALCOHOL ON UNAUTHORIZED PREMISES,0.8
105 HODGIN ST,Arrest,9/20/12 11:51,POSSESS/CONSUME ALCOHOL ON UNAUTHORIZED PREMISES,0.8
105 HODGIN ST,Arrest,10/5/12 3:12,AFFRAY OR SIMPLE ASSAULT,0.8
105 HODGIN ST,Call,10/24/14 3:23,DOMESTIC DISTURBANCE IP,0.8
105 HODGIN ST,Call,10/24/14 12:19,DOMESTIC DISTURBANCE IP,0.8
105 HODGIN ST,Call,10/14/14 11:04,DOMESTIC DISTURBANCE IP,0.8
105 HODGIN ST,Call,9/23/14 1:28,DOMESTIC DISTURBANCE IP,0.8
105 HODGIN ST,Call,8/20/12 4:32,DOMESTIC DISTURBANCE,0.8
105 HODGIN ST,Call,8/16/12 12:37,DOMESTIC DISTURBANCE IP,0.8
105 HODGIN ST,Call,8/15/12 10:34,DOMESTIC DISTURBANCE,0.8
105 HODGIN ST,Call,1/28/12 7:48,DOMESTIC DISTURBANCE IP,0.8
105 HODGIN ST,Call,6/8/11 1:48,DOMESTIC DISTURBANCE,0.8
105 HODGIN ST,Report,9/23/14 1:28,DOMESTIC DISTUR,0.8
105 HODGIN ST,Report,8/20/12 16:32,DOMESTIC DISTUR,0.8
105 HODGIN ST,Report,10/14/14 23:04,UNKNOWN TROUBLE,0.8
105 IDOL ST,Arrest,9/21/13 3:57,ASSAULT ON FEMALE,0.8
105 IDOL ST,Call,9/21/13 1:34,DOMESTIC DISTURBANCE,0.8
105 IDOL ST,Call,9/21/13 1:09,DOMESTIC DISTURBANCE IP,0.8
105 IDOL ST,Report,9/21/13 1:34,DOMESTIC DISTUR,0.8
105 LAWNDALE AV,Call,7/20/14 1:10,DOMESTIC DISTURBANCE,0.8
105 MONNELL DR,Call,7/20/14 8:56,DOMESTIC DISTURBANCE,0.8
105 OAKWOOD ST,Call,10/2/12 8:46,DOMESTIC DISTURBANCE,0.8
105 THOMAS ST,Call,11/3/14 4:40,DOMESTIC DISTURBANCE,0.8
105 THOMAS ST,Call,10/24/14 10:01,DOMESTIC DISTURBANCE,0.8
105 THOMAS ST,Call,8/29/14 7:40,DOMESTIC DISTURBANCE IP,0.8
105 THOMAS ST,Call,6/12/14 1:02,DOMESTIC DISTURBANCE IP,0.8
105 THOMAS ST,Call,4/9/14 6:22,DOMESTIC DISTURBANCE IP,0.8
105 THOMAS ST,Call,4/8/14 10:20,DOMESTIC DISTURBANCE IP,0.8
105 THOMAS ST,Call,8/15/13 3:47,DOMESTIC DISTURBANCE IP,0.8
105 THOMAS ST,Call,10/4/12 10:44,DOMESTIC DISTURBANCE,0.8
105 THOMAS ST,Call,9/28/12 9:16,DOMESTIC DISTURBANCE IP,0.8
105 THOMAS ST,Call,9/8/12 12:53,DOMESTIC DISTURBANCE IP,0.8
105 THOMAS ST,Call,4/26/12 6:50,DOMESTIC DISTURBANCE IP,0.8
105-C NORTHGATE CT,Call,12/31/13 1:26,DOMESTIC DISTURBANCE IP,0.8
105-D NORTHGATE CT,Call,5/11/14 10:18,DOMESTIC DISTURBANCE IP,0.8
105-D NORTHGATE CT,Call,8/15/13 6:54,DOMESTIC DISTURBANCE IP,0.8
105-H WOODVALLEY CT,Call,5/16/13 9:59,DOMESTIC DISTURBANCE,0.8
105-H WOODVALLEY CT,Call,10/3/12 6:53,DOMESTIC DISTURBANCE,0.8
1050 OAKVIEW RD,Call,8/24/12 6:58,DOMESTIC DISTURBANCE,0.8
1050 OAKVIEW RD,Call,6/11/12 9:03,DOMESTIC DISTURBANCE,0.8
1050 OAKVIEW RD,Call,4/14/12 1:13,DOMESTIC DISTURBANCE IP,0.8
1050 OAKVIEW RD,Call,12/27/11 1:12,DOMESTIC DISTURBANCE,0.8
1051 BRIDGEND DR,Call,5/18/14 11:56,DOMESTIC DISTURBANCE IP,0.8
1051 BRIDGEND DR,Call,11/10/13 8:20,DOMESTIC DISTURBANCE IP,0.8
1051 BRIDGEND DR,Call,5/8/13 6:35,DOMESTIC DISTURBANCE,0.8
1052 MONTLIEU AV,Call,9/29/13 11:39,DOMESTIC DISTURBANCE,0.8
1052 MONTLIEU AV,Call,5/16/11 4:25,DOMESTIC DISTURBANCE,0.8
106 BRIGGS PL,Arrest,10/15/11 20:48,TRESPASS (SECOND DEGREE),0.8
106 BRIGGS PL,Arrest,9/18/12 23:44,ASSAULT ON FEMALE,0.8
106 BRIGGS PL,Arrest,7/2/12 10:30,ASSAULT ON FEMALE,0.8
106 BRIGGS PL,Arrest,12/29/13 19:33,POSSESSION OF DRUG PARAPHERNALIA,0.8
106 BRIGGS PL,Arrest,4/3/11 0:50,FAILURE TO APPEAR,0.8
106 BRIGGS PL,Arrest,9/25/14 23:00,POSSESSION OF DRUG PARAPHERNALIA,0.8
106 BRIGGS PL,Arrest,4/6/13 21:46,VIO DOM VIOLENCE ACT,0.8
106 BRIGGS PL,Arrest,4/3/11 0:50,AFFRAY OR SIMPLE ASSAULT,0.8
106 BRIGGS PL,Arrest,3/3/14 6:00,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
106 BRIGGS PL,Call,3/3/14 5:10,DOMESTIC DISTURBANCE IP,0.8
106 BRIGGS PL,Call,5/3/13 11:29,DOMESTIC DISTURBANCE,0.8
106 BRIGGS PL,Call,7/2/12 7:31,DOMESTIC DISTURBANCE IP,0.8
106 BRIGGS PL,Call,7/1/12 4:03,DOMESTIC DISTURBANCE IP,0.8
106 BRIGGS PL,Report,4/6/13 21:26,DOMESTIC DISTUR,0.8
106 BRIGGS PL,Report,7/2/12 7:31,DOMESTIC DISTUR,0.8
106 BRIGGS PL,Report,3/3/14 4:45,DOMESTIC DISTUR,0.8
106 EASTVIEW PL,Call,12/28/12 2:26,DOMESTIC DISTURBANCE IP,0.8
106 FISHER AV,Call,5/12/14 2:40,DOMESTIC DISTURBANCE,0.8
106 FISHER AV,Call,12/19/13 4:29,DOMESTIC DISTURBANCE,0.8
106 FISHER AV,Call,7/2/13 3:57,DOMESTIC DISTURBANCE IP,0.8
106 N HALL ST,Call,8/17/14 11:00,DOMESTIC DISTURBANCE IP,0.8
106 N HALL ST,Report,8/17/14 8:00,DOMESTIC DISTUR,0.8
106 RIDGECREST DR,Call,3/29/14 4:19,DOMESTIC DISTURBANCE IP,0.8
106 RIDGECREST DR,Call,2/9/14 9:50,DOMESTIC DISTURBANCE IP,0.8
106 SUNVIEW AV,Call,12/24/11 6:14,DOMESTIC DISTURBANCE,0.8
106 SUNVIEW AV,Call,10/5/11 5:26,DOMESTIC DISTURBANCE,0.8
106-B JOINER ST,Call,6/5/12 5:34,DOMESTIC DISTURBANCE,0.8
106-E BRIGGS PL,Arrest,12/29/13 19:33,POSSESSION OF DRUG PARAPHERNALIA,0.8
106-E BRIGGS PL,Arrest,4/3/11 0:50,FAILURE TO APPEAR,0.8
106-E BRIGGS PL,Arrest,9/25/14 23:00,POSSESSION OF DRUG PARAPHERNALIA,0.8
106-E BRIGGS PL,Arrest,4/6/13 21:46,VIO DOM VIOLENCE ACT,0.8
106-E BRIGGS PL,Arrest,4/3/11 0:50,AFFRAY OR SIMPLE ASSAULT,0.8
106-E BRIGGS PL,Arrest,3/3/14 6:00,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
106-E BRIGGS PL,Call,12/29/13 6:52,DOMESTIC DISTURBANCE IP,0.8
106-E BRIGGS PL,Call,5/4/13 11:51,DOMESTIC DISTURBANCE,0.8
106-F THOMAS ST,Arrest,2/3/13 2:56,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
106-F THOMAS ST,Call,2/2/13 11:18,DOMESTIC DISTURBANCE IP,0.8
106-F THOMAS ST,Report,2/2/13 19:30,ASSAULT,0.8
106-G BRIGGS PL,Arrest,12/29/13 19:33,POSSESSION OF DRUG PARAPHERNALIA,0.8
106-G BRIGGS PL,Arrest,4/3/11 0:50,FAILURE TO APPEAR,0.8
106-G BRIGGS PL,Arrest,9/25/14 23:00,POSSESSION OF DRUG PARAPHERNALIA,0.8
106-G BRIGGS PL,Arrest,4/6/13 21:46,VIO DOM VIOLENCE ACT,0.8
106-G BRIGGS PL,Arrest,4/3/11 0:50,AFFRAY OR SIMPLE ASSAULT,0.8
106-G BRIGGS PL,Arrest,3/3/14 6:00,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
106-G BRIGGS PL,Call,4/6/13 9:26,DOMESTIC DISTURBANCE IP,0.8
106-G BRIGGS PL,Report,4/6/13 21:26,DOMESTIC DISTUR,0.8
106-G BRIGGS PL,Report,7/2/12 7:31,DOMESTIC DISTUR,0.8
1060 MONTLIEU AV,Call,3/27/14 10:56,DOMESTIC DISTURBANCE,0.8
1060 MONTLIEU AV,Call,5/9/11 12:15,DOMESTIC DISTURBANCE,0.8
1060 MONTLIEU AV,Report,5/9/11 0:14,DOMESTIC DISTUR,0.8
107 BRIGGS PL,Call,12/5/13 10:09,DOMESTIC DISTURBANCE,0.8
107 BRIGGS PL,Call,6/29/12 7:50,DOMESTIC DISTURBANCE IP,0.8
107 IDOL ST,Call,6/8/13 7:47,DOMESTIC DISTURBANCE,0.8
107 IDOL ST,Call,6/7/13 6:07,DOMESTIC DISTURBANCE IP,0.8
107 IDOL ST,Call,1/7/13 7:26,DOMESTIC DISTURBANCE,0.8
107 OAKWOOD ST,Call,7/9/13 9:06,DOMESTIC DISTURBANCE,0.8
107 OAKWOOD ST,Call,8/21/12 2:52,DOMESTIC DISTURBANCE IP,0.8
107 OAKWOOD ST,Call,6/28/11 7:10,DOMESTIC DISTURBANCE,0.8
107-3 OAKWOOD ST,Call,5/29/11 5:48,DOMESTIC DISTURBANCE,0.8
107-A WOODBEND CT,Call,4/23/13 8:48,DOMESTIC DISTURBANCE,0.8
107-D WOODVALLEY CT,Call,10/17/14 7:05,DOMESTIC DISTURBANCE IP,0.8
107-D WOODVALLEY CT,Call,6/22/14 9:31,DOMESTIC DISTURBANCE,0.8
107-E WOODVALLEY CT,Call,8/25/13 5:13,DOMESTIC DISTURBANCE IP,0.8
107-E WOODVALLEY CT,Report,8/25/13 5:13,DOMESTIC DISTUR,0.8
107-E WOODVALLEY CT,Report,8/19/13 17:00,VANDALISM-HPD,0.8
107-F WOODBEND CT,Call,5/8/14 7:51,DOMESTIC DISTURBANCE IP,0.8
107-G WOODVALLEY CT,Call,4/6/12 12:27,DOMESTIC DISTURBANCE,0.8
107-I NORTHGATE CT,Call,12/1/12 5:00,DOMESTIC DISTURBANCE IP,0.8
107-I NORTHGATE CT,Call,11/4/11 12:43,DOMESTIC DISTURBANCE IP,0.8
1073 E SPRINGFIELD RD,Call,4/27/14 2:48,DOMESTIC DISTURBANCE IP,0.8
1073 E SPRINGFIELD RD,Call,8/28/13 5:37,DOMESTIC DISTURBANCE IP,0.8
1073 E SPRINGFIELD RD,Call,11/9/12 1:27,DOMESTIC DISTURBANCE IP,0.8
1073 E SPRINGFIELD RD,Call,7/9/11 5:56,DOMESTIC DISTURBANCE,0.8
108 GARNER PL,Call,11/3/11 7:29,DOMESTIC DISTURBANCE IP,0.8
108 GREENVIEW TE,Call,4/1/12 7:34,DOMESTIC DISTURBANCE IP,0.8
108 MOTSINGER ST,Arrest,3/4/13 2:06,DOMESTIC CRIMINAL TRESPASS,0.8
108 MOTSINGER ST,Arrest,8/8/12 21:00,COMMUNICATING THREATS,0.8
108 MOTSINGER ST,Arrest,3/22/13 22:48,B&E-VEHICLE - RR CARS OTHER MOTOR VEHICLES,0.8
108 MOTSINGER ST,Arrest,3/4/13 2:06,BREAKING AND ENTERING-BUILDING  (FELONY),0.8
108 MOTSINGER ST,Arrest,7/19/12 23:18,FAILURE TO APPEAR,0.8
108 MOTSINGER ST,Arrest,11/26/11 0:30,DISORDERLY CONDUCT,0.8
108 MOTSINGER ST,Arrest,3/22/13 22:48,LARCENY AFTER B & E,0.8
108 MOTSINGER ST,Arrest,9/13/14 3:00,IMPAIRED DRIVING,0.8
108 MOTSINGER ST,Arrest,8/8/12 21:00,UNAUTHORIZED USE OF MOTOR VEHICLE,0.8
108 MOTSINGER ST,Arrest,11/26/11 0:30,INJURY TO PERSONAL PROPERTY,0.8
108 MOTSINGER ST,Arrest,3/22/13 22:48,BREAKING AND ENTERING-BUILDING  (FELONY),0.8
108 MOTSINGER ST,Arrest,12/3/11 19:53,TRESPASS (SECOND DEGREE),0.8
108 MOTSINGER ST,Arrest,8/8/12 21:00,INJURY TO PERSONAL PROPERTY,0.8
108 MOTSINGER ST,Call,3/3/13 11:00,DOMESTIC DISTURBANCE IP,0.8
108 MOTSINGER ST,Call,12/2/12 6:28,DOMESTIC DISTURBANCE IP,0.8
108 MURRAY ST,Call,8/4/12 1:52,DOMESTIC DISTURBANCE,0.8
108 SUNVIEW AV,Call,10/16/11 7:30,DOMESTIC DISTURBANCE IP,0.8
108 THOMAS ST,Call,5/10/11 3:52,DOMESTIC DISTURBANCE,0.8
108 VAIL AV,Call,6/5/14 3:55,DOMESTIC DISTURBANCE,0.8
108-B PRICE ST,Arrest,4/9/14 13:47,NO OPERATOR LICENSE,0.8
108-B PRICE ST,Arrest,4/9/14 13:47,FAILURE TO STOP AT STOP SIGN,0.8
108-B PRICE ST,Arrest,4/24/11 6:40,COMMUNICATING THREATS,0.8
108-B PRICE ST,Arrest,4/9/14 13:47,RESIST  DELAY  OBSTRUCT PUBLIC OFFICER,0.8
